Url,Title,Content,Score
https://www.nytimes.com/es/,The New York Times en Español - The New York Times,"Los colombianos preguntan: ¿quién se atrevería a patentar la panela?
Los fabricantes del endulzante tradicional favorito de América Latina dicen que un ingeniero azucarero quiere tener el control exclusivo de ese producto centenario.
Por Jennie Erin Smith y",0
https://cn.nytimes.com,纽约时报中文网 国际纵览,"北京希望疫苗能提升中国的全球声誉，但供货迟缓、数据披露零星且效果存疑及对西方疫苗的攻击损害了这种雄心壮志。国内疫情复燃也对疫苗出口构成挑战。
吉林新增一例新冠死亡病例；中印边界再起冲突；中国成为全球最大外国投资目的地；中国疫苗在海外引发抵制……这里是今日要闻。
数以万计俄罗斯民众举行集会，要求当局释放反对派领袖纳瓦尔尼。相关示威活动显示出人们多年来对普京主持下政治秩序的厌倦。
台湾称周六和周日各有十余架中国战机进入台湾防空识别区。此举发表明尽管中国呼吁与美国重启关系，也依然计划对台湾保持压力。
谢志乐生于中国，后移民至加拿大。他领导的贩毒集团横跨亚太。谢志乐行事低调，曾长期有效躲避追捕。他将被引渡至澳大利亚。
特朗普可能发现，一些居民并不乐于接纳他作为长期邻居，尤其在国会暴乱之后。如果他打算永久居住在马阿拉歌，可能会引发争议。
Samuel Corum for The New York Times
特朗普政府创建的太空军寻求新武器，以确保自己在“战争领域”的优势。
拜登面临的最重要的国安问题之一就是如何应对中国在太空的军事威胁，包括反卫星武器和网络攻击。同时，美政府内部就是否应该加快建设太空军、增加武器开支也存在争论。
据媒体和军方报道，印度和中国军队几天前在争议边境发生冲突。双方士兵都有受伤，但无人员丧生。这一事件表明，两个亚洲大国之间的紧张局势仍在持续激化。
在特朗普之前，近几十年来的美国总统往往选择配戴平价腕表，拜登在就职典礼上打破了这一惯例，戴了一块售价超过7000美元的劳力士。我们该如何看待拜登的腕表？
中共宣传机器绝对控制了疫情叙事，即使是温和的异见也会遭到网民的大声抗议。这场悲剧表明，北京控制人民所见所闻所思的能力，甚至超出最为悲观的预料。
武汉封城抗疫已过去一年，人们仍然在试图理解新冠病毒对身体和情感的影响。六位亲历者向我们描述了他们如何在逆境中找到勇气，在悲痛中保持冷静，在混乱中找到意义。
武汉封城曾向世界发出了危险的预警，如今它预示了后疫情时代的样貌。在这个世界里，不戴口罩的面孔、欢乐的聚会和日常通勤的放松心情掩盖了情感上的创伤。
观点与评论 • OPINION
声援纳瓦尔尼，俄罗斯的特殊时刻
ALEXEY KOVALEV
不顾政府警告而开展的抗议活动表明，镇压和强迫已难以阻止俄罗斯人表达对普京治下生活的不满。多年的相对平静后，俄罗斯再次躁动不安。
中国在控制疫情方面做得太好了吗？
黄严忠
大多数中国人很大程度上未曾经历大流行，仍然容易被感染，但有些人似乎因为错误的安全感不愿接种疫苗；同时政府正在过度出口国产疫苗。
不要做中国在新疆暴行的同谋
美国的混乱不是送给中国和俄罗斯的大礼",0
https://www.nytimes.com/section/todayspaper,"The New York Times in Print for Tuesday, Jan. 26, 2021 - The New York Times","As Virus Grows Stealthier, Vaccine Makers Reconsider Battle Plans
Vaccines by Moderna and Pfizer-BioNTech effectively protect recipients. But in a worrying sign, they are slightly less effective against a variant found in South Africa.
By Denise Grady, Apoorva Mandavilli and",0
https://www.nytimes.com/section/world,World News - The New York Times,"As Angry Farmers Take to New Delhi’s Streets, Protests Turn Violent
Protesters used their tractors to pull apart barricades, prompting the police to fire tear gas. At least one person died in the demonstration against new farming laws.
By Mujib Mashal, Emily Schmall and",0
https://www.nytimes.com/section/us,U.S. News - The New York Times,"From Navy SEAL to Part of the Angry Mob Outside the Capitol
The presence in Washington of a longtime member of the Navy SEALs who was trained to identify misinformation reflects the partisan politics that helped lead to the assault.
By",0
https://www.nytimes.com/section/politics,Politics - The New York Times,"As Trump Seeks to Remain a Political Force, New Targets Emerge
As Donald Trump surveys the political landscape, there is a sudden Senate opening in Ohio, an ally’s bid for Arkansas governor, and some scores to settle elsewhere.
By Maggie Haberman and",0
https://www.nytimes.com/section/nyregion,New York - The New York Times,"Trump’s Pardon of Bannon Could Raise Risk for 3 Co-Defendants
President Trump’s former adviser Stephen K. Bannon may now be a witness against three other men accused in a border-wall swindle.
By
Advertisement
Supported by
Virus cases are surging among incarcerated people at prisons and jails. But state officials have not announced when they will be vaccinated.
By
During the pandemic, bicycling boomed, leaving many cyclists to lock and park their bikes wherever they can.
By
Students didn’t return to elementary schools in Montclair, N.J., as planned after a tense week of debate and a boycott of prep sessions by some educators.
By
Questions surrounding candidates’ second homes, ranked-choice voting and ties to casino interests arose in New York’s mayoral contest.
By Emma G. Fitzsimmons, Jeffery C. Mays, Dana Rubinstein and
The city said it would be “impossible” to quickly install Wi-Fi in shelters for remote learning. Some shelter operators have proven them wrong.
By
A wintry mix is coming to the region, possibly making for a tricky evening commute, and is expected to continue overnight.
By
It’s winter, and the pandemic is going strong. But die-hard New Yorkers still want to meet up with friends for a meal.
By
A popular radio station in Manhattan has become a haven where conservative hosts like Rudolph Giuliani can defend Donald Trump.
By
Advertisement
A Connecticut fire department released an official report on the November death of Tony Hsieh, the former Zappos chief executive.
By Kristin Hussey and David Streitfeld
Some former summer communities have been turned into co-ops that offer an affordable alternative to bigger homes in the area.
By Anne Mancuso
Marcia Sells has been brought on to rethink equity and inclusion at the largest performing arts institution in the United States.
By Joshua Barone
The scramble to vaccinate New Yorkers has not yet had a significant impact on rising rates of positive tests in many city neighborhoods.
By Mihir Zaveri
Recent residential sales in New York City and the region.
By C. J. Hughes
A man in search of a certain item, a bike bound for the trash heap and more reader tales of New York City in this week’s Metropolitan Diary.
A restriction more often used in natural disasters, or to quell unrest, has never been tested against a pathogen like the virus.
By Gina Kolata
Long at Newsweek, she was regarded as one of her generation’s pre-eminent science writers. An “Enlightenment-era figure,” Jon Meacham said.
By Katharine Q. Seelye
His collaborations with Michael Bennett included “A Chorus Line.” He later worked on “Miss Saigon” and other hits.
By Neil Genzlinger
The settlements are the first enforcement actions brought under the Better Online Ticket Sales Act, which was designed to prevent brokers from buying large numbers of tickets.
By Sarah Bahr
Advertisement
Advertisement",0
https://www.nytimes.com/section/business,Business - The New York Times,"British Auto Industry Risks Slow Decline After Brexit
Lacking a strong domestic battery industry, Britain may be left behind by the shift to electric cars.
By
Advertisement
Supported by
After a storied journalism career, The Post’s executive editor, 66, said he would depart on Feb. 28.
By
Companies inspired by the cryptocurrency are creating social networks, storing online content and hosting websites without any central authority.
By
By Kristin Hussey and
Delays, inconsistent data, spotty disclosures and the country’s attacks on Western rivals have marred its ambitious effort to portray itself as a leader in global health.
By
Workers at a warehouse in Bessemer, Ala., are to vote next month on whether to unionize, the largest and most viable effort of its kind involving the technology giant.
By Michael Corkery and
An inquiry’s finding that Leon Black, the billionaire boss of Apollo Global Management, paid the convicted sex offender $158 million touched off an attempt to remove him.
By Matthew Goldstein and
The latest in a series of additions is seen as an attempt to compete with the growing popularity of outfits like Substack.
By
It’s a Sunday newsletter with essential business insights that’ll prep you for the week ahead.
Our columnist Andrew Ross Sorkin and his Times colleagues help you make sense of major business and policy headlines — and the power-brokers who shape them.
Advertisement
Bitcoin owners are getting rich because the cryptocurrency has soared. But what happens when you can’t tap that wealth because you forgot the password to your digital wallet?
By
Many people want a pandemic baby, but some sperm banks are running low. So women are joining unregulated Facebook groups to find willing donors, no middleman required.
By
In the 110-year history of the American film industry, never has so much upheaval arrived so quickly and on so many fronts.
By
Bed Bath & Beyond’s plus-size mailer, known as Big Blue, has made it to TV, eBay, even a mobster’s kitchen drawer. “The poor mailmen,” the company’s former marketing V.P. said, “what we did to them.”
By
Designers and tech start-ups are working to improve sustainability and interrupt the path to the landfill.
By
As more people strive to stay active on aging frames, robots and other technologies are likely to play a wider role in helping surgeons replace joints.
By
When companies move all employee communications online, they face the same problems as the rest of the internet. But they don’t have to let bad behavior seep in.
By
Nearly a year into the experiment, digital racing appears to be paying off for fans, race teams and even tracks.
By
Advertisement
New school meal standards? Help for small farmers? Maybe, but first the new administration has to deal with hunger, food safety and a diminished U.S.D.A.
By Kim Severson
With millions of fans on social media, gamers have stepped up their game, incorporating luxury, streetwear and even cosplay into their looks.
By Imad Khan
Now they want to help users make money.
By Taylor Lorenz
Beyond Meat is looking to expand beyond the meat aisle after previously teaming up with restaurant chains like McDonald’s, Subway and Pizza Hut.
By Julie Creswell
Restaurateurs hunting for cut-rate space in the pandemic are teaming up with eager partners in another beleaguered industry.
By Debra Kamin
Recent commercial real estate transactions in New York.
By Isabella Paoletto
The executives, Peter Dunn and David Friend, were placed on leave after a report in The Los Angeles Times in which they were accused of creating a hostile work environment.
By Derrick Bryson Taylor
The BlackRock chief plans to pressure companies to do more to cut carbon emissions, using the weight of his firm’s $9 trillion in assets.
By Andrew Ross Sorkin, Jason Karaian, Michael J. de la Merced, Lauren Hirsch and Ephrat Livni
Larry Fink is using his firm’s huge influence to pressure companies to eliminate greenhouse gas emissions by 2050.
By Andrew Ross Sorkin
Furloughs, passengers who won’t wear masks and tense political confrontations contributed to a year of perpetual chaos for flight attendants. “It’s insane,” one veteran attendant said.
By Maria Cramer
Advertisement
Advertisement",0
https://www.nytimes.com/section/opinion,Opinion - The New York Times,"Three Weeks Inside a Pro-Trump QAnon Chat Room
Here’s what it sounded like.
By
Advertisement
Supported by
Vivek Murthy takes us inside Biden’s plan to beat Covid-19.
By
Substack is the breakout newsletter platform media insiders are watching. Its chief executive says he has big plans — and an open door.
By
The Trump era spurred them to collective action. But the work has just begun.
By Ben Tarnoff and
Republicans won’t support the Democrats’ proposal, but they should.
By
A dissident is to a dictatorship what a bald fact is to an edifice of lies, the revelation of which causes the whole thing to crumble.
By
Here are three ideas to expand coverage and control costs that Democrats and Republicans could agree on.
By Lanhee J. Chen and
The administration’s vaccine plan isn’t ambitious enough.
By
Finding comfort — and hope — in “Ted Lasso,” “Sex Education” and “Heavyweight.”
By
Advertisement
They also discuss “flouncing” and whether a Substack newsletter would be too much work for Donald Trump.
By Kara Swisher
What was the point of putting together a majority in the Senate if they weren’t going to wield it?
By Jamelle Bouie
Crackdown and coercion are no longer enough to stop people protesting.
By Alexey Kovalev
A reader celebrates her own collection; another laments the darkening of New York theaters. Also: The Keystone XL pipeline, canceled.
Readers criticize both Republicans and Democrats for increasing divisiveness and disagree about the best way to hold Mr. Trump accountable.
What we’re facing in Brazil is an educational catastrophe.
By Vanessa Barbara
The White House, Congress and the media are all going to have to make some big adjustments.
By Gail Collins and Bret Stephens
Electric cars are an even better value than I understood when I first bought one.
By Margaret Renkl
The Biden administration must act quickly to repair the damage.
By Neil Eggleston and Alexa Kissinger
The Biden administration needs a game plan to deal with what will be a rolling and escalating threat from platform migration.
By Candace Rondeaux and Heather Hurlburt
Advertisement
Advertisement",0
https://www.nytimes.com/section/technology,Technology - The New York Times,"They Found a Way to Limit Big Tech’s Power: Using the Design of Bitcoin
By
Advertisement
Supported by
Lawmakers say the attack on the Capitol has generated more support for tougher regulation of the industry.
By
By Kristin Hussey and
A technology based on a decentralized network may offer more control over what people do online.
By
Advertisement
If you are still using your phone’s camera only for selfies and quick videos, you’re barely touching its potential.
By
Businesses like Henkel, a big German chemical company, are trying wearable sensors to prevent virus outbreaks among workers.
By
Spoiler: We’re looking at another year of internet services dominating many aspects of our lives.
By
If you need a dose of exercise inspiration, it’s easy to find online or on your phone with these guides and apps.
By
From videoconferencing to fitness apps, the best tech helped us endure a hard year. But there were also low points.
By
With millions of fans on social media, gamers have stepped up their game, incorporating luxury, streetwear and even cosplay into their looks.
By Imad Khan
Now they want to help users make money.
By Taylor Lorenz
The latest in a series of additions is seen as an attempt to compete with the growing popularity of outfits like Substack.
By Kate Conger
Designers and tech start-ups are working to improve sustainability and interrupt the path to the landfill.
By Ellen Rosen
Deplatforming President Trump showed that the First Amendment is broken — but not in the way his supporters think.
By Emily Bazelon
The app has helped fuel democracy movements in Iran and Belarus but now faces scrutiny as extremists and conspiracy theorists flock to it amid crackdowns by Facebook and Twitter on disinformation.
By Michael Schwirtz
Here are four of the most common false statements about Dominion Voting Systems by Rudolfph W. Giuliani.
On Monday, Dominion Voting Systems filed a defamation lawsuit against the former New York City mayor.
By Nick Corasaniti
Selling consumer electronics is hard, forcing companies to resort to shady tactics to make money.
By Shira Ovide
The company’s latest effort to curb misinformation will start with a small number of users.
By Kate Conger
Advertisement
Advertisement",0
